ResourceAgencyNum,PublicName,AlternateName,OfficialName,TaxonomyLevelName,ParentAgency,ParentAgencyNum,RecordOwner,MailingAttentionName,MailingAddress1,MailingAddress2,MailingCity,MailingStateProvince,MailingPostalCode,MailingCountry,PhysicalAddress1,PhysicalAddress2,PhysicalCity,PhysicalCounty,PhysicalStateProvince,PhysicalPostalCode,PhysicalCountry,OtherAddress1,OtherAddress2,OtherCity,OtherCounty,OtherStateProvince,OtherPostalCode,OtherCountry,Latitude,Longitude,HoursOfOperation,Phone1Number,Phone1Name,Phone2Number,Phone2Name,Phone3Number,Phone3Name,Phone4Number,Phone4Name,Phone5Number,Phone5Description,PhoneFax,PhoneTTY,PhoneTollFree,PhoneNumberHotline,PhoneNumberBusinessLine,PhoneNumberOutOfArea,PhoneNumberAfterHours,EmailAddressMain,WebsiteAddress,AgencyStatus,AgencyClassification,AgencyDescription,SearchHints,CoverageArea,CoverageAreaText,Eligibility,SeniorWorkerName,SeniorWorkerTitle,SeniorWorkerEmailAddress,SeniorWorkerPhoneNumber,MainContactName,MainContactTitle,MainContactEmailAddress,MainContactPhoneNumber,MainContactType,LicenseAccreditation,IRSStatus,FEIN,YearIncorporated,AnnualBudgetTotal,LegalStatus,SourceOfFunds,ExcludeFromWebsite,ExcludeFromDirectory,DisabilitiesAccess,PhysicalLocationDescription,BusServiceAccess,PublicAccessTransportation,FeeStructureSource,ApplicationProcess,ResourceInfo,DocumentsRequired,LanguagesOffered,ServiceNotAlwaysAvailability,CapacityType,ServiceCapacity,TemporaryMessage,TemporaryMessageAppears,TemporaryMessageExpires,EnteredOn,UpdatedOn,MadeInactiveOn,InternalNotes,InternalNotesForEditorsAndViewers
371997,Washington Child Development Council (WCDC),"WCDC, OECD, ECEA",,Agency,Washington Child Development Council (WCDC),0,DCAP,Washington Child Development Council WcdcJulia Castillo                               ,"1420 Sixteenth Streeth, NW",Suite 715,Washington,DC,20036,United States,"1420 Sixteenth Streeth, NW",Suite 715,Washington,District Of Columbia,DC,20036,United States,,,,,,,United States,38.906704,-77.041912,"8:30 am - 5:30 pm, Monday - Friday                                                                                                          ",,,,,(202) 387-0002,Administrative Number                   ,,,,,(202) 387-0411,,,,,,,,www.wcdconline.org,Active,,"Promotes quality child care through a variety of community-directed activities and services. Seeks to address the critical and urgent need for early childhood development programs by providing education and training opportunities, locator and referral ser",371997,,,,              ,             ,,,,,,,,,None or unknown,,,,None or unknown,,No,No,,,,,,,,,,,,,,,,6/21/99 0:00,8/22/11 12:48,,,
371982,Washington Free Clinic,WFC,,Agency,Washington Free Clinic,0,DCAP,Washington Free Clinic,1525 Newton Street  Nw,St  Stephen And Incarnation Church,Washington,DC,20010,United States,"1525 Newton Street, NW",St. Stephen And Incarnation Church,Washington,District Of Columbia,DC,20010,United States,,,,,,,United States,38.932816,-77.029699,"9:00 am - 5:00 pm, Monday - Friday (Administrative)                                                                                         ",(202) 667-1106,Main Number                             ,,,,,,,(202) 234-1763,TTY/TDD Number                          ,(202) 328-2652,,,,,,,,http://www.wfclinic.org,Inactive,,,371982,,,,Sharron Lalewski                   ,Executive Director                 ,,,,,,,,,None or unknown,,,,None or unknown,,No,No,,,,,,,,,,,,,,,,6/18/99 0:00,8/22/11 12:57,,"Offers free medical care to uninsured adults, adolescents, and children.  ",
372728,Washington Free Clinic - HIV Counseling and Testing,WFC,,Program,Washington Free Clinic,371982,DCAP,Washington Free Clinic,Po Box 43202,,Washington,DC,20010,United States,"1525 Newton Street, NW",St. Stephen And Incarnation Church,Washington,District Of Columbia,DC,20010,United States,,,,,,,United States,38.932816,-77.029699,"6:30 pm - 9:30 pm, Monday",(202) 667-1106,Main Number,,,,,,,(202) 234-1763,TTY/TDD Number,(202) 328-2652,,,,,,,,http://www.wfclinic.org,Inactive,,"Offers anonymous and confidential HIV testing without the use of needles.  Also offers ongoing medical care, nutritional guidance, case management, counseling, and support services.<br /><br />Home visits: Columbia Heights       ",372728,District of Columbia,,"Low-income, DC residents, without health insurance",Sharron Lalewski,Executive Director,,,,,,,,,None or unknown,,,,None or unknown,,No,No,NW                     ,,Transportation Available: 1                      ,,No Fee (accepts donations),Walk-In,,,"English, Spanish (translators are available as needed)",,,,,,,6/18/99 0:00,8/22/11 12:58,,"Key contact person for Answers, Please!  Sharron Lalewski, Executive Director  Telephone:  (202) 667-1106; Fax (202) 328-2652",
372867,Washington Free Clinic - Prenatal and Pediatric Clinic,,,Program,Washington Free Clinic,371982,DCAP,Washington Free Clinic - Prenatal And Pediatr,1525 Newton Street Nw,St Stephen And Incarnation Church,Washington,DC,20016,United States,"1525 Newton Street, NW",St. Stephen And Incarnation Church,Washington,District Of Columbia,DC,20016,United States,,,,,,,United States,38.940278,-77.088756,"2:30 am - 7:00 pm, Tuesday, Thurs. (Family Planning); 4:00 am - 10:00 pm, Wed. (Prenatal); 9:00 am - Noon, Friday (Prenatal/Pediatric)",(202) 667-1106,Main Number,,,,,,,(202) 328-2652,TTY/TDD Number,(202) 234-1763,,,,,,,,http://www.wfclinic.org,Inactive,,"Offers patients enrolled in prenatal care regular visits with OB/GYN specialists and certified nurse midwives.  Arrangements are made for clinic patients to have their babies delivered at area hospitals.  Provides well-baby care, post partum care, and ass",372867,District of Columbia,,"Low-income, DC residents, without health insurance",Robert L. Sloan,CEO,,,,,,,,,None or unknown,,,,None or unknown,,No,No,NW                     ,,Transportation Available: 1                      ,,No Fee (accepts donations),"Telephone, By Appointment Only",,,"English, Spanish (translators are available as needed)",,,,,,,07/02/1999 00:00,8/22/11 12:58,,"Key Contact Person for Answers, Please!  Fern Stone/Sheliah Roy,  Director, Development & Public Relations/  Marketing Specialist  Telephone:  (202)537- 4700  Fax: (202)364-8405",
373040,Washington Free Clinic - Primary Health Care,WFC,,Program,Washington Free Clinic,371982,DCAP,Washington Free Clinic,Po Box 43202,,Washington,DC,20010,United States,"1525 Newton Street, NW",St. Stephen And Incarnation Church,Washington,District Of Columbia,DC,20010,United States,,,,,,,United States,38.932816,-77.029699,"2:30 am - 7:00 pm, Tuesday, Thursday",(202) 667-1106,Main Number,,,,,,,(202) 234-1763,TTY/TDD Number,(202) 328-2652,,,,,,,,http://www.wfclinic.org,Inactive,,"Provides free primary health care to low-income and uninsured persons.  Also offers services for treatment of chronic illnesses such as hypertension, diabetes, heart disease, and cancer.  Provides reproductive health care for women and teens, including fa",373040,District of Columbia,,"Low-income, DC residents, without health insurance",Sharron Lalewski,Executive Director,,,,,,,,,None or unknown,,,,None or unknown,,No,No,NW                     ,,Transportation Available: 1                      ,,No Fee (accepts donations),"Telephone, By Appointment Only (except for pregnancy testing or emergency contraception)",,,"English, Spanish (translators are available as needed)",,,,,,,7/23/99 0:00,8/22/11 12:58,,"Key contact person for Answers, Please!  Sharron Lalewski, Executive Director  Telephone:  (202) 667-1106; Fax (202) 328-2652",
371980,Washington Home and Community Hospices,,,Agency,Washington Home and Community Hospices,0,DCAP,Washington Home & Hospice,3720 Upton St Nw,,Washington,DC,20016,United States,"3720 Upton Street, NW",,Washington,District Of Columbia,DC,20016,United States,,,,,,,United States,38.940278,-77.088756,Vistings Hours : 9:00 am - 9:00 pm                                                                                                         ,,,,,(202) 966-3720,Administrative Number                   ,866- 234- 7742,Alternative Number,,,(202) 895-0295,,,,,,,,http://www.thewashingtonhome.org,Active,,"Offers compassionate medical services and end-of-life care. Services include sub-acute and rehabilitative services for those with medically complex needs, bereavement support, long-term care, and a special care unit for individuals with Alzheimer's diseas",371980,,,,            ,        ,,,,,,,,,None or unknown,,,,None or unknown,,No,No,,,,,,,,,,,,,,,,6/18/99 0:00,8/22/11 14:31,,,
372719,Washington Home and Community Hospices - Hospice Home Care,,,Program,Washington Home and Community Hospices,371980,DCAP,Washington Home  Hospice Of Washington Hospice Care,"3720 Upton Street, NW",,Washington,DC,20016,United States,"3720 Upton Street, NW",,Washington,District Of Columbia,DC,20016,United States,,,,,,,United States,38.940278,-77.088756,,(202) 966- 3720,General Information Number,866- 234- 7742,,,,,,,,(202) 895-0139,,,,,,,,http://www.washingtonhome.org,Active,,"Provides end-of-life care to those with a terminal illness.  Hospice care is  provided in the home, so patients can live in a familiar setting surrounded by their loved ones.  Also attempts to meet the emotional and spiritual needs of the patient, their f",372719,District of Columbia,,"DC Residents, with terminal illness",,,,,,,,,,,None or unknown,,,,None or unknown,,No,No,NW                     ,,Transportation Available: 3                      ,,Sliding Scale,Telephone,,,"German, Italian, Spanish",,,,,,,6/18/99 0:00,8/22/11 14:34,,,
373855,Washington Home and Community Hospices - Hospice Unit,,,Program,Washington Home and Community Hospices,371980,DCAP,Washington Home & Hospice Of Washington,3720 Upton St Nw,,Washington,DC,20016,United States,"3720 Upton Street, NW",,Washington,District Of Columbia,DC,20016,United States,,,,,,,United States,38.940278,-77.088756,"8:00 am - 5:00 pm, Monday - Friday",(202) 966-3720,Administrative Number,,,,,,,,,(202) 895-0295,,,,,,,SBEHM@thewashingtonhome.org,http://www.thewashingtonhome.org,Inactive,,"Provides end-of-life care to those with a terminal illness who choose not to die at home.  Hospice care is provided in a supportive and caring environment, so patients can live in a dignified setting while receiving appropriate medical care.  Also attempt",373855,District of Columbia,,"DC Residents, with a terminal illness",Lynn Barclay,Acting President,,,,,,,,,None or unknown,,,,None or unknown,,No,No,NW                     ,,Transportation Available: 3                      ,,"Sliding Scale, Insurance (covered by Medicare, Medicaid and private insurance)","Telephone, By Appointment",,,,,,,,,,08/07/2003 00:00,10/18/11 13:10,,,
372722,Washington Home and Community Hospices - Long-Term Care Unit,,,Program,Washington Home and Community Hospices,371980,DCAP,Washington Home & Hospice Of Wash Long-Term Care,3720 Upton St Nw,,Washington,DC,20016,United States,"3720 Upton Street, NW",,Washington,District Of Columbia,DC,20016,United States,,,,,DC,,United States,38.940278,-77.088756,"8:30 am - 5:00 pm, Monday - Friday",,,,,(202) 966-3720,Administrative Number,866- 234- 7742,,,,,,,,,,,,http://www.thewashingtonhome.org,Active,,"Provides skilled long-term nursing care in a home-like environment.  Also offers subacute and rehabilitative services for those with medically complex needs as a result of planned surgery, a stroke, an accident, or other debilitating condition.<br /><br /",372722,District of Columbia,,"Ages 18 and older, based on medical need",,,,,,,,,,,None or unknown,,,,None or unknown,,No,No,NW                     ,,Transportation Available: 3                      ,,"Sliding Scale, Insurance (approved for Medicaid, Medicare, private insurance)","Telephone, By Appointment, Referral Required (by health care professional)",,,"German, Italian, Spanish",,,,,,,6/18/99 0:00,12/09/2011 15:25,,,
373856,Washington Home and Community Hospices - Special Care Unit,,,Program,Washington Home and Community Hospices,371980,DCAP,Washington Home & Hospice Of Washington,3720 Upton St Nw,,Washington,DC,20016,United States,"3720 Upton Street, NW",,Washington,District Of Columbia,DC,20016,United States,,,,,DC,,United States,38.940278,-77.088756,"8:00 am - 5:00 pm, Monday - Friday",,,,,(202) 966-3720,Administrative Number,866- 234- 7742,,,,(202) 895-0295,,,,,,,,http://www.thewashingtonhome.org,Active,,Offers a safe and therapeutic setting for individuals with Alzheimer's disease and other forms of dementia.,373856,,,Medically needy,,,,,,,,,,,None or unknown,,,,None or unknown,,No,No,NW                     ,,Transportation Available: 3                      ,,"Sliding Scale, Insurance (accepts Medicaid, Medicare, private insurance)","Telephone, By Assessment",,,,,,,,,,08/07/2003 00:00,12/09/2011 15:19,,,
372063,Washington Humane Society,"SPCAL, DC Animal Shelter, WHS",,Agency,Washington Humane Society,0,DCAP,Washington Humane Society,"7319 Georgia Avenue, NW",,Washington,DC,20012,United States,"7319 Georgia Avenue, NW",,Washington,District Of Columbia,DC,20012,United States,,,,,DC,,United States,38.976286,-77.027263,12:00pm-7:00pm daily (24/7 for Stray and unwanted animals)                                                                                 ,(202) 723-5730,Main Number                             ,,,,,,,,,(202) 723-1956,,,,,,,,http://www.washhumane.org,Active,,"Rescues stray, outcast, and abused animals. Responds to complaints of animal abuse in the District and operates the DC Animal Shelter.",372063,,,,Jody Michael Huckaby               ,Executive Director                 ,,,,,,,,,None or unknown,,,,None or unknown,,No,No,,,,,,,,,,,,,,,,07/07/1999 00:00,8/15/11 15:40,,,
373854,Washington Humane Society - DC Animal Shelter,Animal Control,,Program,Washington Humane Society,372063,DCAP,Dc Animal Shelter Washington Humane Society,1201 New York Avenue Ne,,Washington,DC,20002,United States,"1201 New York Avenue, NE",,Washington,District Of Columbia,DC,20002,United States,,,,,,,United States,38.9057,-76.9861,12:00pm â€“ 8:00pm M- F ; 12:00pm â€“ 5:00pm Sat & Sun (Stray and unwanted animals are accepted 24/7),(202) 576-6664,Main Number,(202) 234-8626,Abuse Hotline (24 Hours),,,,,,,(202) 723-1956,,,,,,,,http://www.washhumane.org,Active,,"Provides shelter for homeless, lost, and abused animals.  Offers pet adoption, foster care opportunities, and operates a low cost spay/neuter clinic.<br /><br />Home visits: Brentwood              ",373854,District of Columbia,,,Jody Michael Huckaby,Executive Director,,,,,,,,,None or unknown,,,,None or unknown,,No,No,NE                     ,,Transportation Available: 5                      ,,Flat Fee (for some services),"Telephone, Walk-In",,,English,,,,,,,08/06/2003 00:00,8/15/11 15:38,,,
372905,Washington Humane Society - Shelter,"WASHINGTON HUMANE SOCIETY/SPCA, WHS",,Program,Washington Humane Society,372063,DCAP,Washington Humane Society,"7319 Georgia Av, NW",,Washington,DC,20012,United States,"7319 Georgia Avenue, NW",,Washington,District Of Columbia,DC,20012,United States,,,,,,,United States,38.976286,-77.027263,12:00pm â€“ 7:00pm daily (closed for adoptions on Wednesdays),(202) 723-5730,Main Number,(202) 234-8626,Animal Abuse Hotline (24 Hours),,,,,,,(202) 723-1956,,,,,,,,http://www.washhumane.org,Active,,"Provides shelter for homeless, lost, and abused animals.  Offers pet adoption, foster care opportunities, and operates a low cost spay/neuter clinic.<br /><br />Home visits: Shephard Park          ",372905,District of Columbia,,,Jody Michael Huckaby,Executive Director,,,,,,,,,None or unknown,,,,None or unknown,,No,No,NW                     ,,Transportation Available: 4                      ,,Flat Fee (for some services),"Telephone, Walk-In",,,,,,,,,,07/07/1999 00:00,8/15/11 15:36,,,
371787,Washington Legal Clinic for the Homeless,"WLCH, The Clinic",,Agency,Washington Legal Clinic for the Homeless,0,DCAP,Washington Legal Clinic For The Homeless,1200 U Street  Nw,,Washington,DC,20009,United States,"1200 U Street, NW",,Washington,District Of Columbia,DC,20009,United States,,,,,,,United States,38.9174,-77.0357,"9:00 am - 5:30 pm, Monday - Friday                                                                                                          ",(202) 328-5500,Main Number                             ,,,,,,,,,(202) 328-5515,,,,,,,,http://www.legalclinic.org,Active,,Provides free legal services to people who are homeless or at risk of becoming homeless.<br />,371787,,,,Patricia Mullahy Fugere            ,Executive Director                 ,,(202) 328- 5504,LaJuan Brooks,Administrative Assistant,,(202) 328- 5500,,,None or unknown,,,,None or unknown,,No,No,,,,,,,,,,,,,,,,5/20/99 0:00,8/22/11 14:40,,,
372280,Washington Legal Clinic for the Homeless,WLCH,,Program,Washington Legal Clinic for the Homeless,371787,DCAP,Washington Legal Clinic For The Homeless,1200 U Street Nw,,Washington,DC,20009,United States,"1200 U Street, NW",,Washington,District Of Columbia,DC,20009,United States,,,,,,,United States,38.9174,-77.0357,"9:00 am - 5:30 pm, Monday - Friday (varies at each client site)",(202) 328-5500,Main Number,,,,,,,,,(202) 328-5515,,,,,,,,http://www.legalclinic.org,Active,,"Provides free legal services to those who are homeless or at risk of becoming homeless. Provides intake services at area shelters and community organizations.  Offers legal advice on matters such as landlord tenant issues, subsidized housing, food Stamps,",372280,District of Columbia,,"DC residents, homeless, or at risk of becoming homeless",Patricia Mullahy Fugere,Executive Director,,(202) 328- 5504,LeJuan Brooks,Adminstrative Assistant,,(202) 328- 5500,,,None or unknown,,,,None or unknown,,No,No,NW                     ,,Transportation Available: 1                      ,,No Fee,Telephone (for listing of current sites);  Walk-In (ask for the Legal Clinic staff),,,"English, Spanish (receptionist speaks Spanish)",,,,,,,5/20/99 0:00,8/22/11 14:41,,,
372123,Washington Metro Area Al-Anon/Alateen Information Service Center,"WMAAAIS, Al-Anon, Alateen, AFG, Al-Anon Family Groups",,Agency,Washington Metro Area Al-Anon/Alateen Information Service Center,0,DCAP,Washington Metro Area Al Anon Alateen Info  S,"278 Carroll Street, NW",,Washington,DC,20012,United States,"278 Carroll Street, NW",,Washington,District Of Columbia,DC,20012,United States,,,,,,,United States,38.976286,-77.027263,Please call for this information                                                                                                      ,(202) 635- 2023,Main Number                             ,,,,,,,,,,,,,,,,info@al-anon-alateen-dcmd.org,http://www.al-anon-alateen-dcmd.org/,Active,,Helps families and friends of alcoholics recover from the effects of living with the problem drinking of a relative or friend. Alateen provides support service to teenagers affected by other people's drinking.,372123,,,,                  ,                   ,,,,,,,,,None or unknown,,,,None or unknown,,No,No,,,,,,,,,,,,,,,,8/24/99 0:00,8/22/11 14:53,,,
373185,Washington Metro Area Al-Anon/Alateen Information Service Center,WAAAIS,,Program,Washington Metro Area Al-Anon/Alateen Information Service Center,372123,DCAP,Washington Metro Area Al Anon Alateen Info  S,"278 Carroll Street, NW",,Washington,DC,20012,United States,"278 Carroll Street, NW",,Washington,District Of Columbia,DC,20012,United States,,,,,DC,,United States,38.976286,-77.027263,Please call for this information,(202) 635- 2023,Main Number,,,,,,,,,,,,,,,,info@al-anon-alateen-dcmd.org,http://www.al-anon-alateen-dcmd.org/,Active,,Provides fellowship and support services for relatives and friends of alcoholics.  Follows the program of recovery based on the twelve steps and twelve traditions of Alcoholics Anonymous.  Alateen provides support service to teenagers affected by other pe,373185,DC Metro Area,,Anyone who has a problem of alcoholism in a relative or friend,,,,,,,,,,,None or unknown,,,,None or unknown,,No,No,NW                     ,,Transportation Available: 4                      ,,No Fee,"Walk-In, Telephone (for updated list of meeting locations and times)",,,English,,,,,,,8/24/99 0:00,12/09/2011 15:15,,,
371984,Washington Metropolitan Area Transit Authority ,WMATA,,Agency,Washington Metropolitan Area Transit Authority ,0,DCAP,Washington Metro Area Transit Authority,600 5Th St Nw,,Washington,DC,20001,United States, Jackson Graham Building,"600 5Th Street, NW",Washington,District Of Columbia,DC,20001,United States,,,,,,,United States,38.908569,-77.017972,"8:30 am - 5:00 pm, Monday - Friday (Administrative)                                                                                         ",(202) 962-1234,Administrative Number                   ,,,(202) 637-7000,Customer Information                    ,,                                        ,(202) 638-3780,TTY/TDD Number                          ,(202) 962-1133,,,,,,,,http://www.wmata.com,Active,,"Operates the public transit system in the DC metro area, which includes Metro-bus, Metro rail, and Metro access, a service for people with disabilities.",371984,,,,Richard White                      ,General Manager                    ,,,,,,,,,None or unknown,,,,None or unknown,,No,No,,,,,,,,,,,,,,,,6/18/99 0:00,8/15/11 15:44,,,
372908,Washington Metropolitan Area Transit Authority - Metro Senior/Disabled ID Card Services, WMATA,,Program,Washington Metropolitan Area Transit Authority ,371984,DCAP,Washington Metro Area Transit Authority Senior Citizens Discounts,600 5Th St Nw,,Washington,DC,20001,United States,"600 5Th Street, NW",,Washington,District Of Columbia,DC,20001,United States,,,,,DC,,United States,38.908569,-77.017972,"7:30 am - 3:30 pm, Monday - Friday",(202) 962-1245,Main Number (Disabilities),(202) 637-7000,Main Number (Seniors),(202) 962-6464,Metro Mobility Link (Information Line),(202) 962-1825,On-Call Wheelchair Lift Buses,(202) 628-8973,TTY/TDD Number,,,,,,,,,http://www.wmata.com,Active,,"Offers reduced fares to seniors and people with disabilities who have a valid Metro Senior ID card, Metro Disabled ID card or a valid Medicare card with photo identification.",372908,DC Metro Area,,Ages 65 and older or disabled,Richard White,General Manager,,,,,,,,,None or unknown,,,,None or unknown,,No,No,NW                     ,,Transportation Available: 6                      ,,No Fee,By Application,,,,,,,,,,07/07/1999 00:00,12/09/2011 15:12,,,
372907,Washington Metropolitan Area Transit Authority - MetroAccess,WMATA,,Program,Washington Metropolitan Area Transit Authority ,371984,DCAP,Washington Metro Area Transit Authority Metro Access,600 5Th St Nw,,Washington,DC,20001,United States,"600 5Th Street, NW",,Washington,District Of Columbia,DC,20001,United States,,,,,,,United States,38.908569,-77.017972,Please call to inquire this information,(301) 562-5360,Main Number,(202) 962-1825,On-Call Wheelchair Lift Buses,(202) 962-6464,Mobility Link (Information Line),(202) 962-1245,Disability/Senior ID Card Services,(301) 588-7535,TTY/TDD Number,(202) 962-2722,,,,,,,,http://www.wmata.com,Active,,"Provides a shared ride, curb-to-curb service, for those persons whose disabilities  prevent them from using accessible fixed-route transit.  Applicants must submit a application form, provide medical documentation, and attend an in-person assessment to be",372907,DC Metro Area,,Be medically eligible (as determined by the Americans with Disabilities Act),Richard White,General Manager,,,,,,,,,None or unknown,,,,None or unknown,,No,No,NW                     ,,Transportation Available: 6                      ,,No Fee,"By Application, By Appointment (attend in-person assessment)",,,,,,,,,,07/07/1999 00:00,8/15/11 15:51,,,
372906,Washington Metropolitan Area Transit Authority - Ride Guide,WMATA,,Program,Washington Metropolitan Area Transit Authority ,371984,DCAP,Washington Metro Area Transit Authority Customer Information,600 5Th St Nw,,Washington,DC,20001,United States,"600 5Th Street, NW",,Washington,District Of Columbia,DC,20001,United States,,,,,DC,,United States,38.908569,-77.017972,Monday-Friday: 6 a.m. - 8:30 p.m. Saturday and Sunday: 7 a.m. - 8:30 p.m.,(202) 637-7000,Ride Guide,,,,,,,(202) 638-3780,TTY/TDD Number,(202) 962-1420,,,,,,,,http://www.wmata.com,Active,,"Helps you plan your trip by providing current information on the quickest routes, route status, nearest bus and rail stops, walking instructions, and the services around a location.  Ride guide information is provided online, by telephone, and timetables ",372906,,,,Richard White,General Manager,,,,,,,,,None or unknown,,,,None or unknown,,No,No,NW                     ,,Transportation Available: 6                      ,,,"Telephone, Internet",,,,,,,,,,07/07/1999 00:00,12/09/2011 15:11,,,
372245,Washington Regional Alcohol Program (WRAP),WRAP,,Agency,Washington Regional Alcohol Program (WRAP),0,DCAP,Washington Regional Alcohol Program,1420 Spring Hill Road,Suite 250,McLean,VA,22102,United States,1420 Spring Hill Road,Suite 250,McLean,Fairfax,VA,22102,United States,,,,,DC,,United States,38.952757,-77.235064,"8:00 am - 5:00 pm, Monday - Friday                                                                                                          ",(703) 893-0461,Main Number                             ,,,,,,,,,(709) 893-0465,,,,,,,wrap@wrap.org,http://www.wrap.org,Active,,"Fights to prevent drunk driving, drugged driving, and underage drinking in the Washington Metropolitan area.",372245,,,,Marcela Martinez,Manager,marcela@wrap.org,,Kurt Gregory Erickson,President,kurt@wrap.org,,,,None or unknown,,,,None or unknown,,No,No,,,,,,,,,,,,,,,,02/01/2001 00:00,8/22/11 15:06,,,
373866,Washington Scholarship Fund - DC Scholarship Program,"School Voucher Program, Washington Scholarship Fund",,Program,Opportunity Scholarship Fund,372239,DCAP,Washington Scholarship Fund,1133 15Th Street Nw,Suite 550,Washington,DC,20036,United States,"1133 15Th Street, NW",Suite 550,Washington,District Of Columbia,DC,20036,United States,,,,,,,United States,38.906704,-77.041912,"9:00 am - 5:00 pm, Monday - Friday",(888) 329-6884,Intake Number (1-888-DC YOUTH),,,(202) 293-5560,Administrative Number (WSF),,,,,(202) 293-7893,,,,,,,,http://dcscholarship.org,Inactive,,"Provides District residents with vouchers to send their children to participating private schools, covering the costs of tuition and fees up to $7,500.  DC students who are entering grades K through 12 and whose families meet the income eligibility requir",373866,District of Columbia,,"Low-income children (that meet the guidelines for federal free or reduced price lunch programs), DC students, grades K - 12",Sally J. Sachar,President and CEO,,,,,,,,,None or unknown,,,,None or unknown,,No,No,NW                     ,,Transportation Available: 2                      ,,No Fee,By Application Only,,,"English, Spanish",,,,,,,4/27/04 0:00,8/15/11 16:07,,,
371990,Washington Senior Wellness Center; WSWC,Washington Senior Wellness Center; WSWC,,Agency,Washington Senior Wellness Center; WSWC,0,DCAP,Greater Southeast Community Center For Aging,3001 Alabama Avenue  Se,,Washington,DC,20020-3007,United States,"3001 Alabama Avenue, SE",,Washington,District Of Columbia,DC,20020-3007,United States,,,,,DC,,United States,38.862215,-76.972801,"8:00 am - 5:00 pm, Monday - Friday                                                                                                          ",(202) 581-9355,Health promotion program for seniors 60 ,,,,,,,,,(202) 581-9355,,,,,,,,,Active,,"Provides a place in the community where older adults, sixty and older, choose to participate in activities that promote enhanced well-being in body, mind and spirit.",371990,,,,Elise Nicholas               ,Director                           ,,(202) 581- 9355,,,,,,,None or unknown,,,,None or unknown,,No,No,,,,,,,,,,,,,,,,6/21/99 0:00,5/31/12 9:01,,"Provides a place in the community where older adults, sixty and older, choose to participate in activities that promote enhanced well-being in body, mind and spirit.",
372394,Washington Tennis and Education - Arthur Ashe Children's Program,Washington Tennis and Education Foundation - AACP,,Program,Washington Tennis and Education Foundation,371863,DCAP,Arthur Ashe Children's Program - Wtef, William H.G. Fitzgerald Tennis Cent,"16Th & Kennedy Streets, Nw",Washington,DC,20011,United States, William H.G. Fitzgerald Tennis Cent,"16Th & Kennedy Streets, Nw",Washington,District Of Columbia,DC,20011,United States,,,,,DC,,United States,38.952387,-77.017836,"9:00 am - 5:00 pm, Monday - Friday",(202) 291-9888,Main Number,,,,,,,,,(202) 291-9887,,,,,,,wtef@wtef.org,http://www.wtef.org,Active,,"Offers an after-school program that has a curriculum combining tennis, literacy, and life-skills lessons.<br /><br />Home visits: Adams/Morgan           ",372394,"NE and SE quadrants in Wards 5, 6, 7, 8",,"Grades 2-9 and participants must attend one of the schools in which the program operates. Wards 5, 6,7.8",Willis Thomas,Program Director,wthomas@wtef.org,,,,,,,,None or unknown,,,,None or unknown,,No,No,NW                     ,,Transportation Available: 4                      ,,No Fee,Telephone (for list of participating schools); By Registration (at school site),,,English,,,,,,,06/08/1999 00:00,8/22/11 15:19,,,
371863,Washington Tennis and Education Foundation,WTEF,,Agency,Washington Tennis and Education Foundation,0,DCAP,Washington Tennis And Education Foundation, William Fitzgerald Tennis Center,"16Th &  Kennedy Street, NW",Washington,DC,20011,United States, William Fitzgerald Tennis Center,"16Th &  Kennedy Street, NW",Washington,District Of Columbia,DC,20011,United States,,,,,,,United States,38.952387,-77.017836,"9:00 am - 5:00 pm, Monday - Friday                                                                                                          ",(202) 291-9888,Main Number                             ,,,,,,,,,(202) 291-9887,,,,,,,wtef@wtef.org,http://www.WTEF.org,Active,,Attempts to improve the opportunities available to District youth from low-income communities through tennis and educational activities. <br />,371863,,,,Eleni A. Rossides        ,Executive Director                 ,erossides@wtef.org,,Willis Thomas Jr.,Program Director,wthomas@wtef.org,,,,None or unknown,,,,None or unknown,,No,No,,,,,,,,,,,,,,,,06/08/1999 00:00,8/22/11 15:16,,,
372398,Washington Tennis and Education Foundation - Center for Excellence ,WTEF,,Program,Washington Tennis and Education Foundation,371863,DCAP,Washington Tennis And Education Foundation Tennis Center Programs, William H.G. Fitzgerald Tennis Cent ,"16Th & Kennedy Streets, Nw",Washington,DC,20011,United States, William H.G. Fitzgerald Tennis Cent ,"16Th & Kennedy Streets, Nw",Washington,District Of Columbia,DC,20011,United States,,,,,,,United States,38.952387,-77.017836,"9:00 am - 5:00 pm, Monday - Friday",(202) 291-9888,Main Number,,,,,,,,,(202) 291-9887,,,,,,,wtef@wtef.org,http://www.wtef.org,Active,,"Offers a variety of tennis and educational opportunities for children of all ages, social backgrounds, and abilities.  Also offers college preparation programs that helps students prepare for and apply to college, community outreach, and summer workshops.",372398,District of Columbia,,"Grades 1-12, DC at-risk children and youth",Willis Thomas,Program Director,wthomas@wtef.org,,,,,,,,None or unknown,,,,None or unknown,,No,No,NW                     ,,Transportation Available: 4                      ,,Sliding Scale,"Telephone, Walk-In, By Appointment",,,,,,,,,,06/08/1999 00:00,8/22/11 15:23,,,
