id,景點編號,景點中文名稱,景點特色詳細文字簡述,開放時間,景點之管理權責單位代碼,X坐標,Y坐標,景點分類代碼1,Changetime,地址,景點服務電話,停車資訊,主要停車場X坐標,主要停車場Y坐標,票價及相關價格資料,警告及注意事項,常用搜尋關鍵字
v_282,C1_395000000A_000282,楠西觀光果園,"本市楊桃產地以楠西區為主，其「密枝楊桃」聞名全台。楊桃品種很多，本地目前所栽培主要的兩類為秤錘種和二林種。楠西觀光果園依山勢而建，面積達10公頃，是由多位果農共同經營。楠西因為高溫且濕溼，非常適合楊桃生長，所以楠西觀光果園的水果清一色多是楊桃，而且是「秤錘種軟枝楊桃」，這種楊桃的特色是甜度高且果肉脆，每一個楊桃都有一台斤重，是外銷市場上的搶手貨。整個觀光果園最好的視野位置就是在山巔的停車場，這裡可以看到密枝溪和曾文溪在山腳下潺潺相會，開闊的溪谷，讓這觀光果園有種氣象萬千的氣魄。 
楊桃具有消熱降火氣、保護喉嚨的效果，農曆新年左右，常可看到園邊剛摘下成堆漂亮的楊桃，令人垂涎，甘脆多汁，包君滿意。",一~日00:00~24:00,395000000A,120.498497,23.193624,09,2012/09/26 12:00:00,臺南市楠西區,886-6-5751612,,,,,,密枝楊桃
v_283,C1_395000000A_000283,柳營區八翁酪農專業區,柳營區最特殊的產業為酪農業，成立於民國63年，剛開始是由紐西蘭引進乳牛240頭，主要分佈在八翁與重溪里，其中又以八翁的酪農專業區最有名。八翁酪農專業區現有酪農戶90多戶，乳牛頭數13000多頭，產乳量占全台6分之1，是國內相當重要的鮮乳產地。酪農區都是私人牧場，採圈牧式飼養，大部分不開放，現目前有2家經營休閒農場開放，即八老爺牧場和乳牛的家，與觀光產業相結合，提供教學參觀、研發乳製品，因位居產地，直接採用新鮮的牛奶做成的饅頭、包子和冰淇淋等，香濃可口，十分受到遊客歡迎。,依各牧場不同,395000000A,120.301162,23.268394,09,2012/09/26 12:00:00,臺南市柳營區八翁里八老爺93-10號(八翁酪農專業區服務中心),886-6-6222493,,,,,,
v_284,C1_395000000A_000284,海濤園觀光休閒漁場,海濤園觀光漁場是由退休教師林獻策先生所開發，位於台南市北門區急水溪入海口南岸，是全市第一個觀光漁場，接鄰一望無際的海岸線，潔淨無染的沙灘可觀海聽濤，欣賞落日晚霞、亦可堆沙嬉戲，冬季有沙河景觀，亦是賞鳥及校外生態教學最佳去處。主要服務對象，可提供行程規劃、解說導覽、原味有機的體驗漁業活動安排例如漁業養殖、垂釣、摸文蛤、捉泥鰍等、烤肉活動服務。,廢,395000000A,120.098256,23.290515,09,2012/09/26 12:00:00,臺南市北門區吉保里海埔1號,886-6-7864881,,,,採預約服務，大人100元，小孩60元，30人打八折,使美好環境得以永續同享，請遊客共同保護生態、協助保持清潔，勿隨地棄置垃圾.,
v_285,C1_395000000A_000285,吉貝耍平埔文化園區,吉貝耍，平埔語的意思為「木棉之庄」之意，相傳早期當地種滿木棉樹，「吉貝耍」名稱因此而來。吉貝耍平埔族自佳里蕭?社遷居而來，每年農曆9月初4的夜祭儀式，仍保存完整，當晚不論是當地或是旅外返鄉的平埔族人，都會準備檳榔、澤蘭、米酒到「大公廨」祭拜「阿立母」，儀式中平埔族少女演唱的「牽曲」，清亮的歌聲遙喚祖靈，令人動容。夜祭一直持續到農曆9月初5清晨，初5中午有另一項祭典「哮海祭」，遙念吉貝耍平埔族飄洋過海的先人。,一~日00:00~24:00,395000000A,120.380437,23.296348,01,2012/09/26 12:00:00,臺南市東山區東河里,886-6-6232343,設有小型停車場,,,,,木棉之庄
v_286,C1_395000000A_000286,吉園休閒農場,"麻豆吉園休閒農場結合了文旦採摘、校外教學的一個觀光遊憩的好地方。佔地相當寬廣的文旦園，不僅在中秋前後可以採果，在每年3月份還可以看到柚子花開，整園的白色柚子花，彷彿下了場春雪一般，景致尤其迷人。 
園中的一景一物都以能接近果樹為前提，例如尚在規劃中的賞景休息區，即是打算以原木拼接而成，周圍採開放式的空間，讓民眾坐在室內身手即可碰到外頭的文旦樹，與大自然之間絲毫沒有距離。更因為賞景休息區設在文旦園的側邊，走進吉園農場的人，第一眼接觸的將是綠油油的果樹，凝神深深一呼吸彷彿可以聞到那文旦的香氣。 ",電話預約,395000000A,120.271143,23.186849,09,2012/09/26 12:00:00,台南市麻豆區南勢里總爺藝文中心旁,886-6-5725715,,,,,,
v_287,C1_395000000A_000287,春園休閒農場,春園地處台南市七股區看坪里，建園16年，早期為成興家族私人渡假休憩場所，凡來此參觀休憩的親友，無不讚嘆此為一處鬧中取靜的好地方，園內大樹林立，草原遼闊，花草茂盛，綠意盎然，園主林春男先生秉持回饋社會的心， 特於2007年11月正式將春園開放，並於園內增設短九洞高爾夫球場、民宿、烤肉區、露營區，到春園走走，您一定會有重回大自然懷抱的感動！ ,一~日00:00~24:00,395000000A,120.151958,23.120390,09,2012/09/26 12:00:00,臺南市七股區看坪里看坪46-10號,886-6-7895588,,,,,,
v_288,C1_395000000A_000288,永康公園,由「雲山農場」改建，公園裡最受矚目的就是經國先生行館。「雲山農場」的主人為蔣經國先生民間友人，1960年代蔣經國南下巡視時，就住在雲山農場農舍內，農舍四周種滿高大的椰子樹，與蛋黃桃樹，據說蛋黃桃樹下是蔣經國最喜歡的乘涼地點。整建後，仍保留行館，並闢設「經國紀念文化館」。公園內規劃了生態步道區、生態觀察台、觀景竹棚、池畔廣場、涼亭、遊戲沙坑等，生態資源豐富，是賞鳥、散步的好地方。,一~日00:00~24:00,395000000A,120.242741,23.003140,11,2012/09/26 12:00:00,臺南市永康區興國街100號,886-6-2010308,,,,,,雲山農場
v_289,C1_395000000A_000289,台南鴨莊休閒農場,農場已拓展到三公頃以上，一切設施完善，環境清幽。在政府大力宣導農業轉型政策下，乃決定將農場開放給學童們，從事戶外教學，目的是讓城鄉的學童，親自體驗農業生產之甘與苦。用心經營於解說員的素質培養，場內植栽與禽畜的照顧，課程內容的生動活潑化，達到體驗與教化功能。 ,一~日08:00~18:00,395000000A,120.345931,23.153234,09,2012/09/26 12:00:00,臺南市官田區渡頭里三塊厝178-1號,886-6-6901101  ,,,,,,
v_290,C1_395000000A_000290,七甲花卉區,歸仁區七甲以園藝聞名，近年來，特別匯集各園藝業者，經營不同特色與類型的展售區，成立休閒花卉園區，提供花卉、園藝販售。並引進餐飲、休閒、娛樂等活動，希望以七甲花卉區為中心像外延伸，建構新興觀光花卉農產特色專區。,依各店家不同,395000000A,120.293019,22.983276,12,2012/09/26 12:00:00,臺南市歸仁區七甲五街,886-6-2398029,,,,,,
v_291,C1_395000000A_000291,台南鹿耳門天后宮文化季,早期台灣居民大都由中國東南沿海一帶遷徙而來。 媽祖，在海上解救海難的海上女神，遂成為台灣最重要的信仰，而台南的鹿耳門由於是鄭成功抵台的門戶，當地的天后宮也因此就成為台灣最重要的媽祖廟之一。 1992年起，地方大老與鹿耳門廟方管理委員會拜訪邀請民俗、藝術、音樂等各方專家組成文化季籌備委員會，共同規劃以鹿耳門歷史、人文、宗教為特色的藝文活動，1993年起開始舉辦台南鹿耳門天后宮文化季延續至今，豐富的內容融合了宗教的賜通寶、搶頭香，虎虎生風的武術表演，姿態曼妙的莊嚴佛舞，不只是傳統文化得以延續，重要的認同感與教化意義也凝聚了社區的向心力。,每年農曆過年除夕夜開始,395000000A,120.124073,23.036943,01,2012/09/26 12:00:00,臺南市安南區媽祖宮一街136號,886-6-2841386,,,,,,
v_292,C1_395000000A_000292,聖母廟國際煙火慶元宵,聖母廟為全力配合台南市政府主辦元宵「台灣燈會在府城」，特別協助施放光彩炫目的煙火表演供民眾欣賞，而每年的元宵節夜晚，聖母廟皆聘請國際高空煙火比賽之歷屆冠軍隊伍，在廟前大廣場舉行超高水準的煙火大會，由日本細谷、瑞士BU、日本齊木、台灣山鈦煙火等超水準團隊齊作一人生難得一見的三國四強大對決的觀摩秀。,每年農曆的1月15日元宵節,395000000A,120.127349,23.067149,01,2012/09/26 12:00:00,臺南市安南區城安路160號,886-6-2577547,,,,,,
v_293,C1_395000000A_000293,迓媽祖-媽祖文化節,台南重要的文化資產，媽祖廟群應當之無塊，故也是全台媽祖信仰與慶典活動最精彩盛行的地方，農曆3月23日是媽祖誕辰，在誕辰前每三年（即逢鼠、兔、馬、雞年）大天后宮媽祖出巡 一次，附近寺廟必派出陣頭、神轎壯聲勢，而一連串的祝壽活動及藝陣表演，每年都吸引許多民眾參加，尤其會香大典更是其中的重頭戲。府城「迓媽祖」由來已久，它是台灣最早的媽祖進香以及繞境活動 ，從清咸豐年間就已經有這項文獻記錄，昔日迎媽祖的民俗科儀與台南市的街廟及郊商的經濟活動有密切的關係，台南市大天后宮是台灣清領時期最早官封的媽祖廟，也是媽祖信仰本土化的重鎮。 ,每年農曆的3月23日,395000000A,120.201486,22.996633,01,2012/09/26 12:00:00,臺南市中西區永福路二段227巷18號,886-6-2211178,,,,,,
v_294,C1_395000000A_000294,鹽水蜂炮,鹽水蜂炮的習俗始自清領時期，相傳光緒11年夏天，鹽水地區發生大瘟疫，上千名街民死亡，地方民眾祈求神蹟降臨，最後武廟關聖帝君降旨遶境降魔，指使元宵夜由周倉爺前導，關帝神轎押陣護隊，信徒尾隨繞走疫區，沿途燃放炮竹直至天明。遶境結束後，鹽水疫情就此消退，民眾感念神恩，每年元宵夜沿襲成例，演變為今日赫赫有名之蜂炮盛會。追逐蜂炮須特別注意自身安全，蜂炮場面固然壯觀刺激，危險性亦高，安全設備必須備齊，以防眼睛灼傷、耳膜震破等意外發生。 ,每年農曆的1月15日元宵節,395000000A,120.265765,23.323873,01,2012/09/26 12:00:00,臺南市鹽水區武廟路87號,886-6-6525264,,,,,追逐蜂炮須特別注意自身安全，蜂炮場面固然壯觀刺激，危險性亦高，安全設備必須備齊，以防眼睛灼傷、耳膜震破等意外發生.,
v_295,C1_395000000A_000295,放鴿笭,放鴿笭盛行於台南市七股、北門、鹽水、學甲等沿海地區，農曆2月16日開始，因正值農閒，便在田園空地舉行揹笭大賽。鴿笭係由白木和竹子做成，比賽時，兩莊約定相同數量的笭，由鴿背回。 鹽水區義稠、後寮二村莊，鴿笭比賽的時間皆定在農曆2月20日開始掛笭，其他各個村莊的時間不一，亦多集中在農曆的2月末至4月中，每一組比賽至少為期1個月。而鴿子的生長、成熟與訓練週期為每年的10月至翌年的年初，也恰好配合每年5月至9月的豐水期。而與鹽水區放鴿笭不同的是，學甲鴿笭賽是採取拋擲式，把鴿子往空中一丟，看鴿子揹負粉鳥笭可以飛多遠，所載鴿笭的重量一次比一次重，直到鴿子飛不動即可分出勝負，比賽多達三十回合。學甲頂洲里、紅茄里，每年農曆2月22日開始，會展開長達一個多月的放鴿笭大賽，相傳放鴿笭的習俗是從中國福建傳過來，是一種農村休閒活動，至今學甲放鴿笭的歷史已有數百年。,農曆2月20日起約45天,395000000A,120.196829,23.282695,01,2012/09/26 12:00:00,臺南市學甲區三慶里紅茄社區南14線旁,886-6-7810990 ,,,,,,
v_296,C1_395000000A_000296,南鯤鯓進香活動,"「鯤鯓」的原意是「鯤之身」的意思，分布在臺灣西南外海的小沙汕，由於形狀像鯤魚的身體，便以「鯤鯓」為名，在臺灣，或許不知道「北門」在哪，但是「南鯤鯓」三個字大概就不會陌生了，因為這裡有一座國定古蹟、建廟已有三百多年歷史的南鯤鯓代天府，俗稱「南鯤鯓廟」，奉李、池、吳、朱、范五位王爺，又稱五府千歲，素有台灣「王爺總廟」之稱，龐大的香客潮更是沿海地區發展觀光產業的基石。 南鯤鯓年遊客量均達400萬人次以上，加上附近北門三寮灣的東隆宮設有王爺文物館，是台灣木雕與王爺信仰研究的重鎮。而南鯤鯓由於「南鯤鯓廟」的緣故，北門一帶的地區，素有「五王庄仔」的別稱。 
南鯤鯓代天府是全台規模最大、最古老的王爺廟，每年農曆4月26日及27日，為最熱鬧的王爺祭，信徒加上各地王爺廟進香團與乩童的參與，宛如全台乩童大集合，各地分靈廟也會帶著王爺前來過爐，此有認祖歸宗、薪火相傳的含意在，人潮洶湧十分可觀。",每年農曆4月26日及27日,395000000A,120.143052,23.286039,01,2012/09/26 12:00:00,臺南市北門區鯤江里蚵寮976號,886-6-7863711,,,,,,南鯤鯓廟
v_297,C1_395000000A_000297,端午節-台南市國際龍舟錦標賽,農曆五月五日的端午節，和春節、中秋並列為最重要的三個節慶。 端午節時值夏季，正是疾病開始流行的季節，因此端午節的由來，可追溯為驅邪避惡，以求身心的平安。 後來加入愛國詩人屈原投汨羅江的傳說：因為剛好是農曆五月初五，屈原投江後，大家划船忙著打撈他的屍體，慢慢演變成「扒龍船」的民俗活動 ，更增添了端午節的重要性。,每年農曆的5月5日端午節,395000000A,120.163688,22.997582,01,2012/09/26 12:00:00,臺南運河安億橋至承天橋水域間,886-6-2157691,,,,,,
v_298,C1_395000000A_000298,府城七夕十六歲藝術節,十六歲的習俗，源自於古時府城大西門外水仙宮前有五條港，商行雲集，商業頗盛，來往船隻進出貨物皆由當地五姓家族分據碼頭，其中不乏有不滿十六歲的童工幫忙搬運，但規定不到成人只能領半薪，所以當地工人家的小孩一到十六歲，即為小孩做十六歲。 外婆家必須準備衣服、鞋帽、手錶、項鍊、腳踏車或是裁衣車、紅龜糕、香蕉、雞、麵、鴨等物，分別為男女外孫做十六歲。並請來工頭及親朋好友歡宴慶祝、同時證明小孩已經長大且從今以後可以領取大人全額的工資。 七娘媽是兒童保護神的說法在閩南的傳說中是︰織女的姐姐們由於同情牛郎、織女兩人被王母娘娘拆散，便暗中保佑他們的兩個孩子，使他們平安健康的長大。 由於台灣早年繼中原文化，亦有乞巧會、拜魁星等習俗。 後期則漸漸脫離牛郎、織女神話的傳統，而發展出自己的地方特色，以「兒童」為節日活動 主題。在開隆宮，供奉有七娘媽，每年在七夕時，即舉辦成年禮也就是「做十六歲」的習俗，這是只在台南才有的傳統習俗。,每年農曆7月7日,395000000A,120.204594,22.990089,01,2012/09/26 12:00:00,臺南市中西區孔廟文化園區,886-6-2200487,,,,,,做十六歲
v_299,C1_395000000A_000299,【蕭壟香】佳里金唐殿刈香,"台南市佳里區金唐殿，建廟至今已有三百年歷史，不僅是當地的主要廟宇，亦隸屬國家三級古蹟；名匠何金龍所塑的剪黏維妙維肖，更是此廟的一項絕品。廟內供奉的主神有金元帥、方娘娘和朱、雷、殷府三千歲，例行祭典每年分3次，即配合上元、中元和中秋3個節慶舉行。此外，每3年舉行一次的王船祭典，是本廟最大的祭典活動；每逢子、卯、午、酉年的農曆1月舉行。醮期長達5天，第一天起鼓入醮，第二天起連續王駕繞境3天；並舉行普渡和王船添載，最後一天進行送王。 
王船祭典期間，除了傳統的戲曲表演外，各式的陣頭和民間遊藝團體表演各種精彩有趣的節目；其中規模最大、最奇特的陣頭莫過於“蜈蚣陣”，計分為 108節，每節各坐一位著舊式官服“扮仙”的小朋友，蜈蚣陣全長達百餘公尺，因而有“百足真人”的稱謂。據說蜈蚣有辟邪的作用，因此，蜈蚣陣所過之處，鄉民們扶老攜幼，恭迎膜拜，並鑽梭於蜈蚣陣下，祈求降福庇佑。最後一天的燒王船儀式，是整個祭典活動的最高潮。王船從廟前出發，由道士引導，在眾神轎、藝陣及各地善男信女的簇擁下緩緩前進。隨行的信徒中，有的手持掃帚沿街清掃，象徵為神轎清掃道路，是還願的表示；有的身穿黑衣，脖子掛著紙枷以鎖扣住，表示贖罪。遊行時，站在王船上的法師不停地作法並撒下冥紙，善男信女爭先搶拾以祈求平安，王船所經之地，家家戶戶都準備香案祭品，燃放鞭炮，恭送王船的經過。 ",每三年舉行一次,395000000A,120.176715,23.161195,01,2012/09/26 12:00:00,臺南市佳里區中山路289號,886-6-7220606,,,,,,
v_300,C1_395000000A_000300,新化鬥蟋蟀,"「鬥蟋蟀」的風俗本來是古時農村的一種休閒活動，可以遠溯到唐朝時代， 目前全台灣還保有「鬥蟋蟀」風俗的，大概只剩下台南市的「新化區豐榮里」，當地居民每年都會利用學校放暑假時，舉辦熱鬧的「鬥蟋蟀」大賽，比賽開始前，會先讓蟋蟀作熱身運動，稱為「溜蟀」，過程中再以貓仔鬚激發其鬥志。 蟋蟀俗稱「黑龍仔」，在生物分類學上屬於動物界、節肢動物門的昆蟲綱直翅目螽斯亞目蟋蟀總科。全世界已知的蟋蟀種類估計約有3,000種，依其棲所分為地棲性、草棲性、樹棲性三大類，全臺灣約有80多種，而鬥蟋蟀的身形又以虎頭老鼠尾最好，而且不能近親繁殖，因此建立族譜，才能培育出好戰士。 ",每年7、8月,395000000A,120.295869,23.033726,01,2012/09/26 12:00:00,臺南市新化區豐榮里洋子127號保生大帝廟前廣場,886-6-5987996,,,,,,
v_301,C1_395000000A_000301,孔廟文化節,祭祀大成至聖先師孔子的典禮，稱為釋奠禮。釋、奠都有陳設、呈獻的意思，指的是在祭典中，陳設音樂、舞蹈，並且呈獻牲、酒等祭品，對孔子表示崇敬之意。 根據《禮記》〈文王世子〉的記載，早在周朝的時候，學校每年都要按四季釋奠於先師，來表示尊師重道之意。不過當時所謂的先師，並不是指特定的某一個人或某些人；凡是過去對教育有貢獻，目前已經過世的教師，都是師生祭祀的對象。 後來由於孔子生前非常注重教育，在教育事業上的成就很高，影響極為深遠，所以釋奠的對象逐漸以孔子為主。到了隋朝，孔子被尊稱為「先師」以後，釋奠便成為祭孔典禮的專屬名稱了。 明鄭時期（西元1666年）由鄭經（鄭成功之子）率文武百 官舉行台灣本島第一次的釋奠大典，觀禮者達數千人，一直至日治時期都是依古制舉行春秋祭聖（春祭在春分時舉行，秋祭在秋天）；二戰後，政府定訂陽曆九月二十八日為孔子誕辰紀念日，才改為此日舉行。,每年國曆9月28日前後,395000000A,120.204594,22.990089,01,2012/09/26 12:00:00,臺南市中西區孔廟文化園區,886-6-2200487,,,,,參與祭孔大典時，請注意服裝儀容，著脫鞋或服裝儀容不整者，將無法進入觀禮席，而現場規劃有攝影席，非配戴主辦單位之記者證，不得進入祭典區攝影，以免影響典禮進行，須特別注意.,
v_302,C1_395000000A_000302,【西港香】西港燒王船,"台灣民間以「王爺」掛帥的遶境廟會，向來以「南東港，北西港」最被稱頌，論場面論聲勢，比時間比歷史，皆可獨步全台，尤以王船祭為甚，屏東縣東港鎮東隆宮主掌東港溪流域王船祭的命脈，而台南市西港區慶安宮則係曾文溪流域王船祭的領導者，一南一北，相互呼應，蔚為台灣民間廟會奇景。西港區慶安宮三年一次的【王船祭】，逢農曆的丑、辰、未、戌年的三、四月間舉行，在王船祭時，西港區宛如不夜城，萬人空巷的場面和規模浩大的祭典，突顯王船祭民間信仰中的重要性。每三年一次的【王船祭】實際上就是慶安宮的【做醮】，過程包括刈香遶境、王醮、鄭王祭、鹿耳門謁祖、送媽祖、燒王船，最後一天的燒王船是整個醮典的高潮。 
西港王船祭舉行之前，必先至台南府城隍廟和鹿耳門天后宮謁祖進香，並迎請祖廟祀神至慶安宮「看熱鬧」。前者變成「南巡」，其間包括至佳里青龍宮迎請「先生」保生大帝；後者即是「請媽祖」，前往迎接香陣除蜈蜙陣外，陣容並不比後三日遜色，可見禮數之週到與進香之重視。",每三年舉行一次,395000000A,120.201944,23.121239,01,2012/09/26 12:00:00,臺南市西港區慶安路32號,886-6-7952034,,,,,嚴禁破壞建築物,
v_303,C1_395000000A_000303,【土城香】正統鹿耳門聖母廟刈香,土城香，由祀奉媽祖的正統鹿耳門聖母廟所舉行，早期屬「西港香」刈香，刈香：ㄧˋㄒㄧㄤ 為大型的廟會遶境活動，即大廟的神明出巡境內各個庄頭，而遶境則是比較小型的出巡活動。 民國50年起，自西港香脫離而自行辦理的刈香活動，乃五大香-學甲香、西港香、麻豆香、佳里香和土城香中，最晚形成的地區。每3年舉行一次儀式，活動時間約在3、4天左右，轄境各角頭的文武陣頭，如金獅陣、蜈蚣陣、八家將和宋江陣等，大顯身手架勢十足，參與的信徒眾多場面熱鬧又壯觀，而土城香與其他四大香不同的是，將廟內的王船恭迎至廟前，接受信眾的祭拜，刈香儀式結束後，再將王船送回廟中供奉，只祭不送。,每三年舉行一次,395000000A,120.127349,23.067149,01,2012/09/26 12:00:00,臺南市安南區城安路160號,886-6-2577547,,,,,,
v_304,C1_395000000A_000304,【麻豆香】麻豆代天府刈香,"麻豆代天府創建明永曆16年，原名保寧宮，麻豆代天府是聞名全台的宗教觀光聖地，香火鼎盛，香客絡繹不絕，與南鯤鯓代天府不分軒輊。廟殿於1956年重建，改名為麻豆代天府，網羅當時全台著名建廟藝匠共同建造，歷經十年才建造完成，為當時全台最大廟宇。廟後空地建有一座五層樓高的巨龍造型建築，非常壯觀，內設有天堂、地獄及水晶宮三種宗教遊樂設施，除感官視覺的遊樂功能之外，頗具警世及勸人為善的教化意味。代天府與海埔池王府併列前南瀛勝景之一。代天府的特色在其廟宇建築裝飾的剪黏與彩繪，木雕石刻，具有很高的觀光文化價值。 
麻豆刈香俗稱『麻豆香』，由麻豆代天府主辦，其最大特色為五府千歲的乩童會騎馬領陣出巡，威風顯赫，五王主神轎則跟隨在後，與一般主神轎壓陣在後十分不同，而轄域各庄廟及域外分靈廟共襄盛舉，香陣規模龐大壯觀，堪稱南台大型廟會，即使放置全台觀察亦頗具份量，而有一定的發言地位。 ",每三年舉行一次,395000000A,120.261095,23.190340,01,2012/09/26 12:00:00,臺南市麻豆區南勢里關帝廟60號,886-6-5722133,,,,,,保寧宮、麻豆香
v_305,C1_395000000A_000305,媽祖樓天后宮,1960年代，蔣介石至台南視察，見到延平郡王祠內供奉鄭成功的神像，認為鄭成功為開臺英雄，被當成神明膜拜並不恰當。此話一出，即被善於「揣摩上意」的官員奉為聖旨，於是鄭成功神像便開始流浪在外，由信徒輪流供奉。但時間一長，神像竟不知去向，直到2005年才被找回來，暫時供奉於開山王廟的交陪廟宇媽祖樓裡。神像經過半世紀的流浪，終於在2008年2月17日回到延平郡王祠安座。而鄭成功與媽祖短暫地同在一個屋簷下，可謂是神明之間的義氣相挺了，充分展現「交陪」二字的真意。媽祖樓天后宮座落之處為今成功路與海安路西南側，此地原為清領時期台灣軍工道廠之出口河道，名為「哨船港」，亦是台灣府城西定坊外五條港北方河道，廟址原是一供水手休息之工寮，相傳先民自中國移居斯地時，由湄州攜媽祖香火來到本地，將香火安放在工寮閣樓上，未幾其人離去而把香火遺下，其後里民及往來五條港之船隻於常夜間看見香火發出毫光，引導船隻平安航行，眾皆驚異非常，紛謂乃媽祖靈威顯象之故。遂於乾隆二十年糾眾集資建廟，因媽祖香火安奉閣樓上，故而命名為「媽祖樓」，創建者不詳，今廟貌古意盎然，正殿之銅鑄龍柱與後殿礦石龍柱皆為工藝瑰寶。（節錄自台南生活美學館）,一~日05:00~20:00,395000000A,120.197526,23.000418,04,2012/09/26 12:00:00,臺南市中西區忠孝街118號,886-6-2206949 ,,,,,,
v_306,C1_395000000A_000306,南沙宮,中西區南沙宮係五條港廟宇之一，早年係盧氏族人奉祀閻羅天子包青天的家廟，原名「包公廟」。後來增祀黃府千歲等六姓王，並因六王來自福建晉江縣南沙崗而更名為「南沙宮」，傳說鎮殿的包公金身已有數百年歷史。 南沙宮位於和平街、仁愛街口，和平街原為五條港時代的南河港，常有船舶於廟前靠岸，故又被稱之為「港頭廟」。當時包公廟還是一座木屋小廟，座南朝北，面向港道。主祀宋代賢臣包拯，數年前價購毗鄰民宅進行重建而成今貌。（資料來自中華日報 90/04/08）南沙宮盧氏先祖原居河南光州府固始縣，因地緣鄰近包公的開封府，時聞包公的公正無私，故家中供奉著包公神像。而後因歷代中原不斷的戰事，舉家漫漫遷徙，至沿海地帶，最後到了台灣，家祀的包公神像也隨之定居府城，為府城的眾神錄添上了特別的一筆。下回經過和平老街，別忘了來見見遠渡重洋的包公喔。 ,一~日07:00~21:00,395000000A,120.197823,22.996258,04,2012/09/26 12:00:00,臺南市中西區和平街55號,886-6-2250529,,,,,,包公廟
v_307,C1_395000000A_000307,安平鄉土文化館,西門國小創立於大正二年（西元1913年）四月，當時稱為安平尋常小學校，安平鄉土文化館現址則為日治時代之校長宿舍。 戰後，因乏人管理而傾圮破落，幾成危屋。所幸「安平港國家歷史風貌園區」計畫開展，將本宿舍列入傳統民居修復名單，並訂名為「西門國小鄉土文化館」，作為校史文物陳列暨本土文化教學之所；文化館之設立，讓民眾透過本土教學，深刻體會安平的本土文化。（節錄自安平港國家歷史風景區）安平鄉土文化館是仿日式傳統建築，簡單明亮，呈現和諧的禪意空間，展示魚類、蝦類、蚵類、糕餅類等各式安平特色小吃模型，服務台上還有安平風景明信片供遊客索取，是個適合旅遊中途稍作休憩的場所。,二~五10:00~12:00、14:00~18:00，六~日10:00~18:00，週一休館,395000000A,120.162476,23.000323,01,2012/09/26 12:00:00,臺南市安平區觀音街64號,886-6-2295948,,,,,,
v_308,C1_395000000A_000308,集福宮,集福宮原名「集福祠」，與普濟殿、金安宮、媽祖樓同屬四聯境。清乾隆元年（西元1763年），創建於新港墘港邊，由黃姓、王姓、劉姓等碼頭工人，自故鄉泉州晉江縣南門外二十四都桃源塘後鄉集福祠，迎奉玄天上帝等神祇來台，做為船筏、碼頭工人之保護神，供境眾焚香膜拜；初為小廟，後於道光二年（西元1822年）修建老古石街渡口之泊岸及街路時，由黃資盛、黃元貢、黃元問等董事發起募捐，得銀壹仟大元首遷建現址，並更名為集福宮。（資料來自台南生活美學館） ,一~日05:00~21:00,395000000A,120.196164,22.999787,04,2012/09/26 12:00:00,臺南市中西區信義街38號,886-6-2234859,,,,,,
v_309,C1_395000000A_000309,朱玖瑩故居,朱玖瑩生於1988年，卒於1996年，湖南長沙人，遷台後擔任鹽務總局局長，因晚年居於安平，而自號安平老人，為當代顏體書法名家，而其安平故居原本是台鹽宿舍，鄰近的德記洋行與樹屋均屬台鹽所有，近年來先後整修規劃，開放民眾參觀，而其中內容多樣豐富，幾乎可看做是台鹽歷史園區了。（資料來自朱玖瑩故居） 朱玖瑩故居有個可愛的名字，叫「因鹽玖定」，望文生義，大概是指朱玖瑩因任職台鹽與安平結下不解之緣，而終定居於此。 目前故居內規劃成書法展示館，有朱玖瑩的草書、行書和楷書等各式書體作品，其中尤以抄寫在牆上的顏體心經最為動人。書有心經的那面牆，側邊臨著窗，光打進來的角度隨時辰移動，午後時分，光正好斜打在牆上，明暗與白黑錯落，彷彿經文羽化發光。 ,一~日08:30~17:30,395000000A,120.159677,23.003339,01,2012/09/26 12:00:00,臺南市安平區古堡街108號安平樹屋旁,886-6-2991111,,,,,,
v_310,C1_395000000A_000310,原安平陳保正厝,陳保正厝自清領時期即已存在，為清領末期福建調派來台的水師陳織雲先生在日治時期擔任保正之居所，空間格局為三落式街屋，前落前坡大部分於延平街拓寬時被拆除，僅剩前落中脊以及中、後落格局，內有夾層及咾咕石隔間牆，在中、後落間天井有一相當顯見之保極照壁，本照壁為四十二公分厚紅磚砌築，高約四米，寬約一點五米，照壁上塑有「保極」字樣八卦，上方有日月雲飾，四邊角有四蝙蝠環繞，為本建築最具特色之處。 ,前為店鋪魚魚雅雅，後為私人住宅未開放,395000000A,120.163518,23.000509,01,2012/09/26 12:00:00,臺南市安平區延平街58號,886-928-678617,,,,,,
